Pathway,Celltype,Cor,Enrich_Score,Padj
P53 PATHWAY,Cycling PVL,0.17281009877922,0,> 0.05
P53 PATHWAY,Cycling T-cells,0.468794888598476,0,0
P53 PATHWAY,Cycling Myeloid,0.663008240970564,0,> 0.05
P53 PATHWAY,DCs,0.72865585012908,0,> 0.05
P53 PATHWAY,Endothelial ACKR1,0.176593743531989,0,> 0.05
P53 PATHWAY,Endothelial CXCL12,-0.157501757884372,0,> 0.05
P53 PATHWAY,Endothelial Lymphatic LYVE1,0.166978977065341,0,0
P53 PATHWAY,Endothelial RGS5,0.252832015231849,0,> 0.05
P53 PATHWAY,Luminal Progenitors,-0.072414947925239,NA,> 0.05
P53 PATHWAY,Macrophage,0.724879512488161,0,> 0.05
P53 PATHWAY,Mature Luminal,-0.226080078706127,NA,> 0.05
P53 PATHWAY,Monocyte,0.454427773515109,0,> 0.05
P53 PATHWAY,Myoepithelial,-0.178650072393564,NA,> 0.05
P53 PATHWAY,NK cells,0.226548320653395,0,> 0.05
P53 PATHWAY,NKT cells,0.266208951958144,0,> 0.05
P53 PATHWAY,Plasmablasts,-0.213535128720384,0,> 0.05
P53 PATHWAY,PVL Differentiated,0.0470682136356503,0,> 0.05
P53 PATHWAY,PVL Immature,-0.211042007358246,0,> 0.05
P53 PATHWAY,T cells CD4+,0.322011122074575,0,> 0.05
P53 PATHWAY,T cells CD8+,0.275523392421695,0,> 0.05
PANCREAS BETA CELLS,B cells Memory,-0.544611200044554,0,> 0.05
PANCREAS BETA CELLS,B cells Naive,-0.389622129976312,NA,> 0.05
PANCREAS BETA CELLS,CAFs MSC iCAF-like,-0.477775981808078,0,> 0.05
PANCREAS BETA CELLS,CAFs myCAF-like,-0.12244059515279,0,> 0.05
PANCREAS BETA CELLS,Cancer Basal SC,0.476170123319974,0,> 0.05
PANCREAS BETA CELLS,Cancer Cycling,0.489491109816911,0,> 0.05
PANCREAS BETA CELLS,Cancer Her2 SC,0.503416728576418,0,> 0.05
PANCREAS BETA CELLS,Cancer LumA SC,0.534506105636729,0,> 0.05
PANCREAS BETA CELLS,Cancer LumB SC,0.635333592043441,0,> 0.05
PANCREAS BETA CELLS,Cycling PVL,-0.320169041837165,0,> 0.05
PANCREAS BETA CELLS,Cycling T-cells,0.371174522187198,0,0
PANCREAS BETA CELLS,Cycling Myeloid,-0.161746756081932,0,> 0.05
PANCREAS BETA CELLS,DCs,-0.512605158057169,0,> 0.05
PANCREAS BETA CELLS,Endothelial ACKR1,-0.412489813471498,0,> 0.05
PANCREAS BETA CELLS,Endothelial CXCL12,-0.124519716036817,0,> 0.05
PANCREAS BETA CELLS,Endothelial Lymphatic LYVE1,-0.100040799978076,0,0
PANCREAS BETA CELLS,Endothelial RGS5,-0.294139203940997,0,> 0.05
PANCREAS BETA CELLS,Luminal Progenitors,0.244027463791742,NA,> 0.05
PANCREAS BETA CELLS,Macrophage,-0.238363316826201,0,> 0.05
PANCREAS BETA CELLS,Mature Luminal,-0.438342844986927,NA,> 0.05
PANCREAS BETA CELLS,Monocyte,-0.165726420895903,0,> 0.05
PANCREAS BETA CELLS,Myoepithelial,-0.142056701551646,NA,> 0.05
PANCREAS BETA CELLS,NK cells,-0.348090389678213,0,> 0.05
PANCREAS BETA CELLS,NKT cells,-0.705438959512929,0,> 0.05
PANCREAS BETA CELLS,Plasmablasts,-0.64811040069837,0,> 0.05
PANCREAS BETA CELLS,PVL Differentiated,-0.522356668082774,0,> 0.05
PANCREAS BETA CELLS,PVL Immature,-0.567284614843757,0,> 0.05
PANCREAS BETA CELLS,T cells CD4+,-0.527738253759363,0,> 0.05
PANCREAS BETA CELLS,T cells CD8+,-0.586379100053216,0,> 0.05
PEROXISOME,B cells Memory,-0.696551686279388,0,> 0.05
PEROXISOME,B cells Naive,0.372825365564865,NA,> 0.05
PEROXISOME,CAFs MSC iCAF-like,-0.42727677703713,0,> 0.05
PEROXISOME,CAFs myCAF-like,-0.391190196190147,0,> 0.05
PEROXISOME,Cancer Basal SC,0.216338953815222,0,> 0.05
PEROXISOME,Cancer Cycling,0.170051256876795,0,> 0.05
PEROXISOME,Cancer Her2 SC,0.38696323745362,0,> 0.05
PEROXISOME,Cancer LumA SC,0.484753532589524,0,> 0.05
PEROXISOME,Cancer LumB SC,0.259965330158366,0,> 0.05
PEROXISOME,Cycling PVL,-0.651214592263943,0,> 0.05
PEROXISOME,Cycling T-cells,-0.648366816618759,0,0
PEROXISOME,Cycling Myeloid,0.565519451309343,0,> 0.05
PEROXISOME,DCs,-0.289110844047833,0,> 0.05
PEROXISOME,Endothelial ACKR1,-0.677065261723166,0,> 0.05
PEROXISOME,Endothelial CXCL12,-0.814155242256065,0,> 0.05
PEROXISOME,Endothelial Lymphatic LYVE1,-0.0880322756593249,0,0
PEROXISOME,Endothelial RGS5,-0.713597475996172,0,> 0.05
PEROXISOME,Luminal Progenitors,-0.434273501456222,NA,> 0.05
PEROXISOME,Macrophage,-0.420602020198926,0,> 0.05
PEROXISOME,Mature Luminal,-0.471769260043605,NA,> 0.05
PEROXISOME,Monocyte,-0.368797310466958,0,> 0.05
PEROXISOME,Myoepithelial,0.0770479874195032,NA,> 0.05
PEROXISOME,NK cells,-0.264561300629595,0,> 0.05
PEROXISOME,NKT cells,-0.521640049543704,0,> 0.05
PEROXISOME,Plasmablasts,-0.340577249687773,0,> 0.05
PEROXISOME,PVL Differentiated,-0.764659684402235,0,> 0.05
PEROXISOME,PVL Immature,-0.889377791224457,0,> 0.05
PEROXISOME,T cells CD4+,-0.628063398919136,-1.75125946862933,0.00191893650188239
PEROXISOME,T cells CD8+,-0.583074781137414,0,> 0.05
PI3K AKT MTOR SIGNALING,B cells Memory,0.225941099569481,0,> 0.05
PI3K AKT MTOR SIGNALING,B cells Naive,0.383311448924051,NA,> 0.05
PI3K AKT MTOR SIGNALING,CAFs MSC iCAF-like,-0.0480330218161858,0,> 0.05
PI3K AKT MTOR SIGNALING,CAFs myCAF-like,-0.157660732842823,0,> 0.05
PI3K AKT MTOR SIGNALING,Cancer Basal SC,-0.341794970967199,0,> 0.05
PI3K AKT MTOR SIGNALING,Cancer Cycling,-0.0960350783858249,0,> 0.05
PI3K AKT MTOR SIGNALING,Cancer Her2 SC,0.494948856706441,0,> 0.05
PI3K AKT MTOR SIGNALING,Cancer LumA SC,0.310169218848619,0,> 0.05
PI3K AKT MTOR SIGNALING,Cancer LumB SC,-0.191787114218763,0,> 0.05
PI3K AKT MTOR SIGNALING,Cycling PVL,0.0697130444632947,0,> 0.05
PI3K AKT MTOR SIGNALING,Cycling T-cells,-0.0695833715642334,0,0
PI3K AKT MTOR SIGNALING,Cycling Myeloid,0.189837569970533,0,> 0.05
PI3K AKT MTOR SIGNALING,DCs,0.171847332355632,0,> 0.05
PI3K AKT MTOR SIGNALING,Endothelial ACKR1,-0.0113346905619278,0,> 0.05
PI3K AKT MTOR SIGNALING,Endothelial CXCL12,-0.113434673291323,0,> 0.05
PI3K AKT MTOR SIGNALING,Endothelial Lymphatic LYVE1,0.0864365763327452,0,0
PI3K AKT MTOR SIGNALING,Endothelial RGS5,0.129464346523282,0,> 0.05
PI3K AKT MTOR SIGNALING,Luminal Progenitors,0.242054918581016,NA,> 0.05
PI3K AKT MTOR SIGNALING,Macrophage,0.0550781644850416,0,> 0.05
PI3K AKT MTOR SIGNALING,Mature Luminal,-0.489204523559283,NA,> 0.05
PI3K AKT MTOR SIGNALING,Monocyte,-0.316988406255414,0,> 0.05
PI3K AKT MTOR SIGNALING,Myoepithelial,0.285614382695042,NA,> 0.05
PI3K AKT MTOR SIGNALING,NK cells,-0.469598566135703,0,> 0.05
PI3K AKT MTOR SIGNALING,NKT cells,-0.558735621150002,0,> 0.05
PI3K AKT MTOR SIGNALING,Plasmablasts,-0.375528242047478,0,> 0.05
PI3K AKT MTOR SIGNALING,PVL Differentiated,-0.017635676651617,0,> 0.05
PI3K AKT MTOR SIGNALING,PVL Immature,-0.222172139912733,0,> 0.05
PI3K AKT MTOR SIGNALING,T cells CD4+,-0.189086155760929,0,> 0.05
PI3K AKT MTOR SIGNALING,T cells CD8+,-0.460963976303203,0,> 0.05
PROTEIN SECRETION,B cells Memory,-0.344237226960351,0,> 0.05
PROTEIN SECRETION,B cells Naive,0.302870781279168,NA,> 0.05
PROTEIN SECRETION,CAFs MSC iCAF-like,-0.417857315616052,0,> 0.05
PROTEIN SECRETION,CAFs myCAF-like,-0.139485330925377,0,> 0.05
PROTEIN SECRETION,Cancer Basal SC,-0.373460117489992,0,> 0.05
PROTEIN SECRETION,Cancer Cycling,-0.0180755192899993,0,> 0.05
PROTEIN SECRETION,Cancer Her2 SC,-0.122146067451706,0,> 0.05
PROTEIN SECRETION,Cancer LumA SC,0.0453227339085764,0,> 0.05
PROTEIN SECRETION,Cancer LumB SC,0.0486593716884174,0,> 0.05
PROTEIN SECRETION,Cycling PVL,0.30002122632972,0,> 0.05
PROTEIN SECRETION,Cycling T-cells,0.0989809322922602,0,0
PROTEIN SECRETION,Cycling Myeloid,-0.233024220249926,0,> 0.05
PROTEIN SECRETION,DCs,-0.276017206013525,0,> 0.05
PROTEIN SECRETION,Endothelial ACKR1,-0.801043598024017,-1.71452750159603,0.00209704682485143
PROTEIN SECRETION,Endothelial CXCL12,-0.620458015112781,0,> 0.05
PROTEIN SECRETION,Endothelial Lymphatic LYVE1,-0.658900897990908,0,0
PROTEIN SECRETION,Endothelial RGS5,-0.61653594319404,0,> 0.05
PROTEIN SECRETION,Luminal Progenitors,-0.611004310914492,NA,> 0.05
PROTEIN SECRETION,Macrophage,-0.284630230120113,0,> 0.05
PROTEIN SECRETION,Mature Luminal,-0.514769502058954,NA,> 0.05
PROTEIN SECRETION,Monocyte,-0.240713656279772,0,> 0.05
PROTEIN SECRETION,Myoepithelial,-0.173569620165679,NA,> 0.05
PROTEIN SECRETION,NK cells,-0.297409452285563,0,> 0.05
PROTEIN SECRETION,NKT cells,-0.430581638259006,0,> 0.05
PROTEIN SECRETION,Plasmablasts,-0.533969578568128,-1.56230670535788,0.0268588679071135
PROTEIN SECRETION,PVL Differentiated,0.00111427316892682,0,> 0.05
PROTEIN SECRETION,PVL Immature,-0.634682879366466,0,> 0.05
PROTEIN SECRETION,T cells CD4+,-0.0972648462111167,0,> 0.05
PROTEIN SECRETION,T cells CD8+,-0.154347563502917,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,B cells Memory,0.469399766079338,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,B cells Naive,0.418393747479335,NA,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,CAFs MSC iCAF-like,-0.25294940911877,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,CAFs myCAF-like,-0.427005581104425,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Cancer Basal SC,-0.0684550804901509,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Cancer Cycling,-0.0133177679013905,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Cancer Her2 SC,0.073670907477211,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Cancer LumA SC,0.317258330853959,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Cancer LumB SC,0.205173238243032,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Cycling PVL,0.284933212749504,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Cycling T-cells,-0.492055322003263,0,0
REACTIVE OXYGEN SPECIES PATHWAY,Cycling Myeloid,0.457906275144521,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,DCs,-0.0756436453515734,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Endothelial ACKR1,-0.663714269946842,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Endothelial CXCL12,-0.598735638632761,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Endothelial Lymphatic LYVE1,-0.354740472178594,0,0
REACTIVE OXYGEN SPECIES PATHWAY,Endothelial RGS5,-0.213612869589313,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Luminal Progenitors,-0.320842779546281,NA,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Macrophage,0.127810389630705,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Mature Luminal,-0.274071439918893,NA,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Monocyte,0.185901706864353,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Myoepithelial,-0.0800149544523965,NA,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,NK cells,0.400005492187053,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,NKT cells,-0.218318565948748,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,Plasmablasts,-0.490088610570544,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,PVL Differentiated,-0.486522786019055,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,PVL Immature,-0.771101514598336,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,T cells CD4+,0.246963368795266,0,> 0.05
REACTIVE OXYGEN SPECIES PATHWAY,T cells CD8+,0.0500021240054902,0,> 0.05
SPERMATOGENESIS,B cells Memory,-0.237721233264923,0,> 0.05
SPERMATOGENESIS,B cells Naive,-0.341609266353979,NA,> 0.05
SPERMATOGENESIS,CAFs MSC iCAF-like,0.367406079677726,0,> 0.05
SPERMATOGENESIS,CAFs myCAF-like,-0.445287030793809,0,> 0.05
SPERMATOGENESIS,Cancer Basal SC,-0.273564866577571,0,> 0.05
SPERMATOGENESIS,Cancer Cycling,-0.212207013565523,0,> 0.05
SPERMATOGENESIS,Cancer Her2 SC,-0.349690515341588,0,> 0.05
SPERMATOGENESIS,Cancer LumA SC,-0.439752203239809,0,> 0.05
SPERMATOGENESIS,Cancer LumB SC,-0.606656600290776,0,> 0.05
SPERMATOGENESIS,Cycling PVL,0.177553273412572,0,> 0.05
SPERMATOGENESIS,Cycling T-cells,0.530063707145575,0,0
SPERMATOGENESIS,Cycling Myeloid,0.407650558966893,0,> 0.05
SPERMATOGENESIS,DCs,0.272038732268174,0,> 0.05
SPERMATOGENESIS,Endothelial ACKR1,0.347134392041075,0,> 0.05
SPERMATOGENESIS,Endothelial CXCL12,0.611036971410824,0,> 0.05
SPERMATOGENESIS,Endothelial Lymphatic LYVE1,0.0707969607105069,0,0
SPERMATOGENESIS,Endothelial RGS5,0.454162192615818,0,> 0.05
SPERMATOGENESIS,Luminal Progenitors,0.489770563653474,NA,> 0.05
SPERMATOGENESIS,Macrophage,0.403213717104781,0,> 0.05
SPERMATOGENESIS,Mature Luminal,-0.133115250847921,NA,> 0.05
SPERMATOGENESIS,Monocyte,0.0607784590624505,0,> 0.05
SPERMATOGENESIS,Myoepithelial,-0.184054616846237,NA,> 0.05
SPERMATOGENESIS,NK cells,0.505949272628526,0,> 0.05
SPERMATOGENESIS,NKT cells,0.116223386801834,0,> 0.05
SPERMATOGENESIS,Plasmablasts,0.418541113079153,0,> 0.05
SPERMATOGENESIS,PVL Differentiated,0.0703678098915941,0,> 0.05
SPERMATOGENESIS,PVL Immature,-0.230876661506324,0,> 0.05
SPERMATOGENESIS,T cells CD4+,0.01258574336627,0,> 0.05
SPERMATOGENESIS,T cells CD8+,0.374147967461458,0,> 0.05
TGF BETA SIGNALING,B cells Memory,0.581355508700689,0,> 0.05
TGF BETA SIGNALING,B cells Naive,-0.4333088472439,NA,> 0.05
TGF BETA SIGNALING,CAFs MSC iCAF-like,0.426984469447773,0,> 0.05
TGF BETA SIGNALING,CAFs myCAF-like,0.675937260752564,0,> 0.05
TGF BETA SIGNALING,Cancer Basal SC,0.0708963280273517,0,> 0.05
TGF BETA SIGNALING,Cancer Cycling,0.0407591411022221,0,> 0.05
TGF BETA SIGNALING,Cancer Her2 SC,0.339052565602254,0,> 0.05
TGF BETA SIGNALING,Cancer LumA SC,0.148637350474325,0,> 0.05
TGF BETA SIGNALING,Cancer LumB SC,0.0322469058491962,0,> 0.05
TGF BETA SIGNALING,Cycling PVL,0.678835473133064,2.45132089523996,8.64202641200501e-06
TGF BETA SIGNALING,Cycling T-cells,0.419906475467971,0,0
TGF BETA SIGNALING,Cycling Myeloid,0.646431354919745,0,> 0.05
TGF BETA SIGNALING,DCs,0.570632194013275,0,> 0.05
TGF BETA SIGNALING,Endothelial ACKR1,0.394217136005318,0,> 0.05
TGF BETA SIGNALING,Endothelial CXCL12,0.375477537727159,1.89551396440437,0.00511201980307677
TGF BETA SIGNALING,Endothelial Lymphatic LYVE1,0.240226155379121,0,0
TGF BETA SIGNALING,Endothelial RGS5,0.229223511798447,0,> 0.05
TGF BETA SIGNALING,Luminal Progenitors,0.518089343097636,NA,> 0.05
TGF BETA SIGNALING,Macrophage,0.580797769473788,0,> 0.05
TGF BETA SIGNALING,Mature Luminal,0.420645635521612,NA,> 0.05
TGF BETA SIGNALING,Monocyte,0.352129382311693,0,> 0.05
TGF BETA SIGNALING,Myoepithelial,0.337250316677062,NA,> 0.05
TGF BETA SIGNALING,NK cells,0.116485393718147,0,> 0.05
TGF BETA SIGNALING,NKT cells,0.155524674210481,0,> 0.05
TGF BETA SIGNALING,Plasmablasts,0.388768537195276,0,> 0.05
TGF BETA SIGNALING,PVL Differentiated,0.466505010009758,0,> 0.05
TGF BETA SIGNALING,PVL Immature,0.383951586639228,0,> 0.05
TGF BETA SIGNALING,T cells CD4+,0.557727489274749,0,> 0.05
TGF BETA SIGNALING,T cells CD8+,0.295064937613461,0,> 0.05
TNFA SIGNALING VIA NFKB,B cells Memory,0.648488691091497,0,> 0.05
TNFA SIGNALING VIA NFKB,B cells Naive,0.365200916782209,NA,> 0.05
TNFA SIGNALING VIA NFKB,CAFs MSC iCAF-like,0.146618930400261,0,> 0.05
TNFA SIGNALING VIA NFKB,CAFs myCAF-like,0.57521308697395,1.88439101276579,6.27530995488125e-05
TNFA SIGNALING VIA NFKB,Cancer Basal SC,-0.21107229258079,0,> 0.05
TNFA SIGNALING VIA NFKB,Cancer Cycling,0.0704247802957545,0,> 0.05
TNFA SIGNALING VIA NFKB,Cancer Her2 SC,-0.24238288849459,0,> 0.05
TNFA SIGNALING VIA NFKB,Cancer LumA SC,0.340912463603798,0,> 0.05
TNFA SIGNALING VIA NFKB,Cancer LumB SC,-0.0920161818880436,0,> 0.05
TNFA SIGNALING VIA NFKB,Cycling PVL,0.58887659301102,2.54148932937468,2.41058177486866e-10
TNFA SIGNALING VIA NFKB,Cycling T-cells,0.432825184475858,0,0
TNFA SIGNALING VIA NFKB,Cycling Myeloid,0.36402818691409,0,> 0.05
TNFA SIGNALING VIA NFKB,DCs,0.654605786429909,2.7354730124735,1.00739981538698e-20
TNFA SIGNALING VIA NFKB,Endothelial ACKR1,0.145980567630335,0,> 0.05
TNFA SIGNALING VIA NFKB,Endothelial CXCL12,-0.0762499682679172,0,> 0.05
TNFA SIGNALING VIA NFKB,Endothelial Lymphatic LYVE1,0.256808111848276,0,0
TNFA SIGNALING VIA NFKB,Endothelial RGS5,0.297536016231083,1.57662647734858,0.00324843726864875
TNFA SIGNALING VIA NFKB,Luminal Progenitors,-0.060326713010344,NA,> 0.05
TNFA SIGNALING VIA NFKB,Macrophage,0.566137355485052,2.06622733770974,8.5273715994259e-07
TNFA SIGNALING VIA NFKB,Mature Luminal,-0.276048307551769,NA,> 0.05
TNFA SIGNALING VIA NFKB,Monocyte,0.390051304491251,2.01816054169781,2.36960903073142e-06
TNFA SIGNALING VIA NFKB,Myoepithelial,-0.00556716235511235,NA,> 0.05
TNFA SIGNALING VIA NFKB,NK cells,0.186595105630515,0,> 0.05
TNFA SIGNALING VIA NFKB,NKT cells,0.438636451195061,2.17466433891783,8.35414098977008e-08
TNFA SIGNALING VIA NFKB,Plasmablasts,-0.285197146501538,0,> 0.05
TNFA SIGNALING VIA NFKB,PVL Differentiated,0.210396264938865,1.80419273645047,7.90271653895931e-05
TNFA SIGNALING VIA NFKB,PVL Immature,-0.167387664776135,0,> 0.05
TNFA SIGNALING VIA NFKB,T cells CD4+,0.406899968384738,1.92684889761204,1.72165269975689e-06
TNFA SIGNALING VIA NFKB,T cells CD8+,0.385090201937194,1.61013425279551,0.00327577641309672
UNFOLDED PROTEIN RESPONSE,B cells Memory,0.38994915646998,0,> 0.05
UNFOLDED PROTEIN RESPONSE,B cells Naive,0.191484875031464,NA,> 0.05
UNFOLDED PROTEIN RESPONSE,CAFs MSC iCAF-like,-0.434845873487398,0,> 0.05
UNFOLDED PROTEIN RESPONSE,CAFs myCAF-like,0.156696914221032,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Cancer Basal SC,0.0348516784415979,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Cancer Cycling,-0.151671050765925,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Cancer Her2 SC,0.010569855812166,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Cancer LumA SC,0.261414089730698,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Cancer LumB SC,-0.243100442506094,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Cycling PVL,-0.0236547815610313,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Cycling T-cells,0.273455337954511,0,0
UNFOLDED PROTEIN RESPONSE,Cycling Myeloid,0.367446031696697,0,> 0.05
UNFOLDED PROTEIN RESPONSE,DCs,0.230278284198787,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Endothelial ACKR1,-0.494911468408621,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Endothelial CXCL12,-0.38370743479796,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Endothelial Lymphatic LYVE1,-0.310414764310425,0,0
UNFOLDED PROTEIN RESPONSE,Endothelial RGS5,-0.633300141472391,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Luminal Progenitors,-0.252801056287624,NA,> 0.05
UNFOLDED PROTEIN RESPONSE,Macrophage,0.348130172155341,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Mature Luminal,-0.373959454596303,NA,> 0.05
UNFOLDED PROTEIN RESPONSE,Monocyte,0.350170274951855,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Myoepithelial,0.127248570486171,NA,> 0.05
UNFOLDED PROTEIN RESPONSE,NK cells,-0.21152821106252,0,> 0.05
UNFOLDED PROTEIN RESPONSE,NKT cells,-0.10955140646448,0,> 0.05
UNFOLDED PROTEIN RESPONSE,Plasmablasts,-0.482380674620225,0,> 0.05
UNFOLDED PROTEIN RESPONSE,PVL Differentiated,-0.437397184603205,0,> 0.05
UNFOLDED PROTEIN RESPONSE,PVL Immature,-0.61556773766229,0,> 0.05
UNFOLDED PROTEIN RESPONSE,T cells CD4+,-0.245614956715057,0,> 0.05
UNFOLDED PROTEIN RESPONSE,T cells CD8+,-0.10925622568795,0,> 0.05
UV RESPONSE DN,B cells Memory,-0.048509003308904,0,> 0.05
UV RESPONSE DN,B cells Naive,-0.323011111706859,NA,> 0.05
UV RESPONSE DN,CAFs MSC iCAF-like,0.271629328567805,0,> 0.05
UV RESPONSE DN,CAFs myCAF-like,0.537422561745314,1.92077417873201,0.000118703178738906
UV RESPONSE DN,Cancer Basal SC,0.225699644194949,0,> 0.05
UV RESPONSE DN,Cancer Cycling,0.222524279206688,0,> 0.05
UV RESPONSE DN,Cancer Her2 SC,0.0965994824957054,0,> 0.05
UV RESPONSE DN,Cancer LumA SC,-0.0327297722788669,0,> 0.05
UV RESPONSE DN,Cancer LumB SC,-0.0294971532051443,0,> 0.05
UV RESPONSE DN,Cycling PVL,0.587709376634318,2.00538390969825,0.000186586596396974
UV RESPONSE DN,Cycling T-cells,0.203242035964673,0,0
UV RESPONSE DN,Cycling Myeloid,0.187310918532387,0,> 0.05
UV RESPONSE DN,DCs,0.408957756287796,0,> 0.05
UV RESPONSE DN,Endothelial ACKR1,0.250366465469527,0,> 0.05
UV RESPONSE DN,Endothelial CXCL12,0.0689075492622174,0,> 0.05
UV RESPONSE DN,Endothelial Lymphatic LYVE1,-0.0955883751801885,0,0
UV RESPONSE DN,Endothelial RGS5,-0.029336797536379,0,> 0.05
UV RESPONSE DN,Luminal Progenitors,0.302065335987247,NA,> 0.05
UV RESPONSE DN,Macrophage,0.469622984852043,0,> 0.05
UV RESPONSE DN,Mature Luminal,0.466572126015675,NA,> 0.05
UV RESPONSE DN,Monocyte,0.484424399609113,0,> 0.05
UV RESPONSE DN,Myoepithelial,-0.00883901746081481,NA,> 0.05
UV RESPONSE DN,NK cells,0.5675814922137,0,> 0.05
UV RESPONSE DN,NKT cells,0.572371932539048,0,> 0.05
UV RESPONSE DN,Plasmablasts,0.447184433070028,0,> 0.05
UV RESPONSE DN,PVL Differentiated,0.280812571602086,0,> 0.05
UV RESPONSE DN,PVL Immature,0.236012004352163,0,> 0.05
UV RESPONSE DN,T cells CD4+,0.592508119237102,0,> 0.05
UV RESPONSE DN,T cells CD8+,0.581447376539613,0,> 0.05
UV RESPONSE UP,B cells Memory,0.620382672182224,0,> 0.05
UV RESPONSE UP,B cells Naive,0.22313697163348,NA,> 0.05
UV RESPONSE UP,CAFs MSC iCAF-like,-0.0379202806011139,0,> 0.05
UV RESPONSE UP,CAFs myCAF-like,0.226888928495911,0,> 0.05
UV RESPONSE UP,Cancer Basal SC,-0.341767221620347,0,> 0.05
UV RESPONSE UP,Cancer Cycling,0.141856224639953,0,> 0.05
UV RESPONSE UP,Cancer Her2 SC,-0.0745954315835524,0,> 0.05
UV RESPONSE UP,Cancer LumA SC,0.399032834082681,0,> 0.05
UV RESPONSE UP,Cancer LumB SC,0.102603639070128,0,> 0.05
UV RESPONSE UP,Cycling PVL,0.424930975089779,0,> 0.05
UV RESPONSE UP,Cycling T-cells,0.495155762152123,0,0
UV RESPONSE UP,Cycling Myeloid,0.681614923630214,0,> 0.05
UV RESPONSE UP,DCs,0.610817213156902,0,> 0.05
UV RESPONSE UP,Endothelial ACKR1,-0.154072796711255,0,> 0.05
UV RESPONSE UP,Endothelial CXCL12,-0.300318639879585,0,> 0.05
UV RESPONSE UP,Endothelial Lymphatic LYVE1,-0.0808456249298706,0,0
UV RESPONSE UP,Endothelial RGS5,0.0158647959193419,0,> 0.05
UV RESPONSE UP,Luminal Progenitors,-0.199269703655343,NA,> 0.05
UV RESPONSE UP,Macrophage,0.641373845820704,0,> 0.05
UV RESPONSE UP,Mature Luminal,-0.18644463573322,NA,> 0.05
UV RESPONSE UP,Monocyte,0.361002447811963,0,> 0.05
UV RESPONSE UP,Myoepithelial,0.027609721323959,NA,> 0.05
UV RESPONSE UP,NK cells,0.108996607908757,0,> 0.05
UV RESPONSE UP,NKT cells,0.290345212935446,0,> 0.05
UV RESPONSE UP,Plasmablasts,-0.28638279171729,0,> 0.05
UV RESPONSE UP,PVL Differentiated,0.100108369745221,0,> 0.05
UV RESPONSE UP,PVL Immature,-0.230240595219009,0,> 0.05
UV RESPONSE UP,T cells CD4+,0.413357124561022,0,> 0.05
UV RESPONSE UP,T cells CD8+,0.348349227638994,0,> 0.05
WNT BETA CATENIN SIGNALING,B cells Memory,-0.0780472183631249,0,> 0.05
WNT BETA CATENIN SIGNALING,B cells Naive,-0.25145200144367,NA,> 0.05
WNT BETA CATENIN SIGNALING,CAFs MSC iCAF-like,-0.572456457893605,0,> 0.05
WNT BETA CATENIN SIGNALING,CAFs myCAF-like,0.292276802974893,0,> 0.05
WNT BETA CATENIN SIGNALING,Cancer Basal SC,0.0872742282645265,0,> 0.05
WNT BETA CATENIN SIGNALING,Cancer Cycling,-0.246086263267428,0,> 0.05
WNT BETA CATENIN SIGNALING,Cancer Her2 SC,-0.186075402024069,0,> 0.05
